683278239448125, 683280686247958, [[683278239742041, 683278544889041, 683279340090500, 683279713567250, 683280187528625], [683278444518500, 683279238322125, 683279709677791, 683280183816125, 683280673659750]]
718762985630208, 718766034930708, [[718762986049500, 718763348997166, 718763926651416, 718764992944375, 718765391066041], [718763196021041, 718763922787166, 718764842359875, 718765235719666, 718765920445833]]
